,vol,Date_utc
7049,0.06883543414593069,2021-10-18 20:00:00+00:00
7050,0.06886202560889829,2021-10-19 20:00:00+00:00
7051,0.06888239361180239,2021-10-20 20:00:00+00:00
7052,0.06888151020231642,2021-10-21 20:00:00+00:00
7053,0.0688939499599142,2021-10-22 20:00:00+00:00
7054,0.06923600845673752,2021-10-25 20:00:00+00:00
7055,0.0692492441859251,2021-10-26 20:00:00+00:00
7056,0.06925826901714129,2021-10-27 20:00:00+00:00
7057,0.0720033474756251,2021-10-28 20:00:00+00:00
7058,0.0720367564244794,2021-10-29 20:00:00+00:00
7059,0.07204646911000062,2021-11-01 20:00:00+00:00
7060,0.07210672346469434,2021-11-02 20:00:00+00:00
7061,0.07213541798347328,2021-11-03 20:00:00+00:00
7062,0.07213640512917473,2021-11-04 20:00:00+00:00
7063,0.0725308636883373,2021-11-05 20:00:00+00:00
7064,0.07275813695444827,2021-11-08 21:00:00+00:00
7065,0.07279001412749184,2021-11-09 21:00:00+00:00
7066,0.07306552312186838,2021-11-10 21:00:00+00:00
7067,0.07331951751860578,2021-11-11 21:00:00+00:00
7068,0.07334883183043375,2021-11-12 21:00:00+00:00
7069,0.07335303530896209,2021-11-15 21:00:00+00:00
7070,0.07480251685525982,2021-11-16 21:00:00+00:00
7071,0.0749102181011876,2021-11-17 21:00:00+00:00
7072,0.0752674984002217,2021-11-18 21:00:00+00:00
7073,0.07600189139315806,2021-11-19 21:00:00+00:00
7074,0.07619322645023835,2021-11-22 21:00:00+00:00
7075,0.07619176545614849,2021-11-23 21:00:00+00:00
7076,0.07619283757462209,2021-11-24 21:00:00+00:00
7077,0.07620793784036238,2021-11-26 21:00:00+00:00
7078,0.0762883430275895,2021-11-29 21:00:00+00:00
7079,0.07634905921580167,2021-11-30 21:00:00+00:00
7080,0.0763995411078507,2021-12-01 21:00:00+00:00
7081,0.07650295946151112,2021-12-02 21:00:00+00:00
7082,0.07653103788232317,2021-12-03 21:00:00+00:00
7083,0.0766263266704377,2021-12-06 21:00:00+00:00
7084,0.07665040458276054,2021-12-07 21:00:00+00:00
7085,0.07665219347015238,2021-12-08 21:00:00+00:00
7086,0.07764309599227301,2021-12-09 21:00:00+00:00
7087,0.07765561539364005,2021-12-10 21:00:00+00:00
7088,0.07768086810210628,2021-12-13 21:00:00+00:00
7089,0.07771107204960269,2021-12-14 21:00:00+00:00
7090,0.0777122531372,2021-12-15 21:00:00+00:00
7091,0.07772645718907369,2021-12-16 21:00:00+00:00
7092,0.07772809600889583,2021-12-17 21:00:00+00:00
7093,0.07781816940144358,2021-12-20 21:00:00+00:00
7094,0.07781735142437704,2021-12-21 21:00:00+00:00
7095,0.07781856123504637,2021-12-22 21:00:00+00:00
7096,0.07785095502537007,2021-12-23 21:00:00+00:00
7097,0.0752864286915805,2021-12-27 21:00:00+00:00
7098,0.0752388744017577,2021-12-28 21:00:00+00:00
7099,0.0743885055761303,2021-12-29 21:00:00+00:00
7100,0.07440897195550811,2021-12-30 21:00:00+00:00
7101,0.07435040311710085,2021-12-31 21:00:00+00:00
7102,0.07445923492993596,2022-01-03 21:00:00+00:00
7103,0.07451097668003202,2022-01-04 21:00:00+00:00
7104,0.07465716667342608,2022-01-05 21:00:00+00:00
7105,0.07294336640695165,2022-01-06 21:00:00+00:00
7106,0.07283857368219827,2022-01-07 21:00:00+00:00
7107,0.0728238589834283,2022-01-10 21:00:00+00:00
7108,0.07246905931924642,2022-01-11 21:00:00+00:00
7109,0.07239826935263824,2022-01-12 21:00:00+00:00
7110,0.07263922796789095,2022-01-13 21:00:00+00:00
7111,0.07237892213950409,2022-01-14 21:00:00+00:00
7112,0.07040339496416516,2022-01-18 21:00:00+00:00
7113,0.07019425922906028,2022-01-19 21:00:00+00:00
7114,0.07022004183940195,2022-01-20 21:00:00+00:00
7115,0.06963297301929237,2022-01-21 21:00:00+00:00
7116,0.06954640242777685,2022-01-24 21:00:00+00:00
7117,0.06966345074723532,2022-01-25 21:00:00+00:00
7118,0.06976459717114546,2022-01-26 21:00:00+00:00
7119,0.0703153293114878,2022-01-27 21:00:00+00:00
7120,0.06826010970614409,2022-01-28 21:00:00+00:00
7121,0.0653313414743115,2022-01-31 21:00:00+00:00
7122,0.06519970440558367,2022-02-01 21:00:00+00:00
7123,0.06534605480593308,2022-02-02 21:00:00+00:00
7124,0.06512463599167838,2022-02-03 21:00:00+00:00
7125,0.06491412195389161,2022-02-04 21:00:00+00:00
7126,0.059974415150538016,2022-02-07 21:00:00+00:00
7127,0.058775125304588234,2022-02-08 21:00:00+00:00
7128,0.05882437233531847,2022-02-09 21:00:00+00:00
7129,0.05848291077287709,2022-02-10 21:00:00+00:00
7130,0.05868266905692109,2022-02-11 21:00:00+00:00
7131,0.058495642471201544,2022-02-14 21:00:00+00:00
7132,0.05797823368743234,2022-02-15 21:00:00+00:00
7133,0.05797797672771742,2022-02-16 21:00:00+00:00
7134,0.0580168421292712,2022-02-17 21:00:00+00:00
7135,0.05779381869239547,2022-02-18 21:00:00+00:00
7136,0.05746080777872682,2022-02-22 21:00:00+00:00
7137,0.0575969423088387,2022-02-23 21:00:00+00:00
7138,0.057437157144307034,2022-02-24 21:00:00+00:00
7139,0.05749694426076067,2022-02-25 21:00:00+00:00
7140,0.057667335482212485,2022-02-28 21:00:00+00:00
7141,0.05811259388424673,2022-03-01 21:00:00+00:00
7142,0.05802565209245499,2022-03-02 21:00:00+00:00
7143,0.05797236000792893,2022-03-03 21:00:00+00:00
7144,0.05797229196074487,2022-03-04 21:00:00+00:00
7145,0.057962571464904585,2022-03-07 21:00:00+00:00
7146,0.05779532893401528,2022-03-08 21:00:00+00:00
7147,0.05770716905626091,2022-03-09 21:00:00+00:00
7148,0.057630802301971464,2022-03-10 21:00:00+00:00
7149,0.0576707029954072,2022-03-11 21:00:00+00:00
7150,0.05760839054045343,2022-03-14 20:00:00+00:00
7151,0.05726166100848823,2022-03-15 20:00:00+00:00
7152,0.05744639472154795,2022-03-16 20:00:00+00:00
7153,0.05748867583476142,2022-03-17 20:00:00+00:00
7154,0.05750149752420859,2022-03-18 20:00:00+00:00
7155,0.057370420645011286,2022-03-21 20:00:00+00:00
7156,0.05728012055365404,2022-03-22 20:00:00+00:00
7157,0.05730741196856943,2022-03-23 20:00:00+00:00
7158,0.057308301218746256,2022-03-24 20:00:00+00:00
7159,0.05731018762469853,2022-03-25 20:00:00+00:00
7160,0.05731175229846991,2022-03-28 20:00:00+00:00
7161,0.05750607394118277,2022-03-29 20:00:00+00:00
7162,0.05733530878629717,2022-03-30 20:00:00+00:00
7163,0.05736775111317063,2022-03-31 20:00:00+00:00
7164,0.05741468751022942,2022-04-01 20:00:00+00:00
7165,0.05731212285391184,2022-04-04 20:00:00+00:00
7166,0.05724197937043643,2022-04-05 20:00:00+00:00
7167,0.05727559405582181,2022-04-06 20:00:00+00:00
7168,0.05724329473013471,2022-04-07 20:00:00+00:00
7169,0.05634204699394208,2022-04-08 20:00:00+00:00
7170,0.056255105417230444,2022-04-11 20:00:00+00:00
7171,0.05626484947055822,2022-04-12 20:00:00+00:00
7172,0.05623866410204056,2022-04-13 20:00:00+00:00
7173,0.05624830022112208,2022-04-14 20:00:00+00:00
7174,0.05616990524019653,2022-04-18 20:00:00+00:00
7175,0.056213113437653554,2022-04-19 20:00:00+00:00
7176,0.05624023916947302,2022-04-20 20:00:00+00:00
7177,0.05638951545300033,2022-04-21 20:00:00+00:00
7178,0.05640224777022376,2022-04-22 20:00:00+00:00
7179,0.05636134386129399,2022-04-25 20:00:00+00:00
7180,0.05665126165393906,2022-04-26 20:00:00+00:00
7181,0.056597994970141556,2022-04-27 20:00:00+00:00
7182,0.05662859536867499,2022-04-28 20:00:00+00:00
7183,0.05664798207199118,2022-04-29 20:00:00+00:00
7184,0.05673587701295907,2022-05-02 20:00:00+00:00
