,vol,Date_utc
8372,0.031648040848193316,2020-05-22 20:00:00+00:00
8373,0.03172842514566168,2020-05-26 20:00:00+00:00
8374,0.03175259071838729,2020-05-27 20:00:00+00:00
8375,0.031754482804021794,2020-05-28 20:00:00+00:00
8376,0.032264497062296046,2020-05-29 20:00:00+00:00
8377,0.032275220789111825,2020-06-01 20:00:00+00:00
8378,0.03220120064220509,2020-06-02 20:00:00+00:00
8379,0.03219771442698136,2020-06-03 20:00:00+00:00
8380,0.032380196636251406,2020-06-04 20:00:00+00:00
8381,0.03232952458840861,2020-06-05 20:00:00+00:00
8382,0.03234692556580399,2020-06-08 20:00:00+00:00
8383,0.032332777534858255,2020-06-09 20:00:00+00:00
8384,0.03237659653351185,2020-06-10 20:00:00+00:00
8385,0.03236760545686673,2020-06-11 20:00:00+00:00
8386,0.03234851243137231,2020-06-12 20:00:00+00:00
8387,0.032671930244700643,2020-06-15 20:00:00+00:00
8388,0.03266096699074784,2020-06-16 20:00:00+00:00
8389,0.03266820887930006,2020-06-17 20:00:00+00:00
8390,0.032668336073568754,2020-06-18 20:00:00+00:00
8391,0.03267416378808388,2020-06-19 20:00:00+00:00
8392,0.03274807356637785,2020-06-22 20:00:00+00:00
8393,0.03276088602205193,2020-06-23 20:00:00+00:00
8394,0.03277326106915922,2020-06-24 20:00:00+00:00
8395,0.03269014418970743,2020-06-25 20:00:00+00:00
8396,0.03282574486119342,2020-06-26 20:00:00+00:00
8397,0.03291319411914833,2020-06-29 20:00:00+00:00
8398,0.032902363066012796,2020-06-30 20:00:00+00:00
