,vol,Date_utc
8007,0.045130518797212665,2020-02-28 21:00:00+00:00
8008,0.04606150837392813,2020-03-02 21:00:00+00:00
8009,0.04626052596985483,2020-03-03 21:00:00+00:00
8010,0.04595156835399948,2020-03-04 21:00:00+00:00
8011,0.04594677880962605,2020-03-05 21:00:00+00:00
8012,0.046023816029137875,2020-03-06 21:00:00+00:00
8013,0.04747774376835725,2020-03-09 20:00:00+00:00
8014,0.04775597173265923,2020-03-10 20:00:00+00:00
8015,0.047862670181261,2020-03-11 20:00:00+00:00
8016,0.04795622667117353,2020-03-12 20:00:00+00:00
8017,0.048034341680907755,2020-03-13 20:00:00+00:00
8018,0.05045087341113419,2020-03-16 20:00:00+00:00
8019,0.05060197071176642,2020-03-17 20:00:00+00:00
8020,0.05108148071032066,2020-03-18 20:00:00+00:00
8021,0.05129203878739426,2020-03-19 20:00:00+00:00
8022,0.0510347631851371,2020-03-20 20:00:00+00:00
8023,0.05056060780280069,2020-03-23 20:00:00+00:00
8024,0.05050242230730967,2020-03-24 20:00:00+00:00
8025,0.05059261940984942,2020-03-25 20:00:00+00:00
8026,0.05062578167728302,2020-03-26 20:00:00+00:00
8027,0.050778429119157725,2020-03-27 20:00:00+00:00
8028,0.05069987640357833,2020-03-30 20:00:00+00:00
8029,0.05062087485018121,2020-03-31 20:00:00+00:00
8030,0.050351816631813824,2020-04-01 20:00:00+00:00
8031,0.050900502944908846,2020-04-02 20:00:00+00:00
8032,0.05090629114901006,2020-04-03 20:00:00+00:00
8033,0.05081993685699595,2020-04-06 20:00:00+00:00
8034,0.05099483505057248,2020-04-07 20:00:00+00:00
8035,0.05093180263178461,2020-04-08 20:00:00+00:00
8036,0.05094683187558443,2020-04-09 20:00:00+00:00
8037,0.050971418764074974,2020-04-13 20:00:00+00:00
8038,0.05099526190467121,2020-04-14 20:00:00+00:00
8039,0.051162679748512074,2020-04-15 20:00:00+00:00
8040,0.05146380637777975,2020-04-16 20:00:00+00:00
8041,0.0521756712060412,2020-04-17 20:00:00+00:00
8042,0.05249275794914571,2020-04-20 20:00:00+00:00
8043,0.05259278607643033,2020-04-21 20:00:00+00:00
8044,0.052260766952403635,2020-04-22 20:00:00+00:00
8045,0.05241841321211447,2020-04-23 20:00:00+00:00
8046,0.0525508799874142,2020-04-24 20:00:00+00:00
8047,0.0524832122047167,2020-04-27 20:00:00+00:00
8048,0.05246323377742338,2020-04-28 20:00:00+00:00
8049,0.052454887296356695,2020-04-29 20:00:00+00:00
8050,0.05243800224125379,2020-04-30 20:00:00+00:00
8051,0.05249065014727793,2020-05-01 20:00:00+00:00
8052,0.0525694695883265,2020-05-04 20:00:00+00:00
8053,0.05257400494134474,2020-05-05 20:00:00+00:00
8054,0.052580104377887814,2020-05-06 20:00:00+00:00
8055,0.052794200582543076,2020-05-07 20:00:00+00:00
8056,0.05321242875715424,2020-05-08 20:00:00+00:00
8057,0.053793079052736094,2020-05-11 20:00:00+00:00
8058,0.0539892626597524,2020-05-12 20:00:00+00:00
8059,0.05404913672162834,2020-05-13 20:00:00+00:00
8060,0.05404893940690186,2020-05-14 20:00:00+00:00
8061,0.054017940479954535,2020-05-15 20:00:00+00:00
8062,0.05532862029660113,2020-05-18 20:00:00+00:00
8063,0.05576470917777831,2020-05-19 20:00:00+00:00
8064,0.05541811474036321,2020-05-20 20:00:00+00:00
8065,0.05575018086768428,2020-05-21 20:00:00+00:00
8066,0.05573368930831447,2020-05-22 20:00:00+00:00
8067,0.056342350218370196,2020-05-26 20:00:00+00:00
8068,0.0567203961510056,2020-05-27 20:00:00+00:00
8069,0.056837257532113515,2020-05-28 20:00:00+00:00
8070,0.05719564830021051,2020-05-29 20:00:00+00:00
8071,0.057089290200799885,2020-06-01 20:00:00+00:00
8072,0.05715055125117754,2020-06-02 20:00:00+00:00
8073,0.05714927085672168,2020-06-03 20:00:00+00:00
8074,0.05713178182726435,2020-06-04 20:00:00+00:00
8075,0.05718314436617604,2020-06-05 20:00:00+00:00
8076,0.05713090195138828,2020-06-08 20:00:00+00:00
8077,0.05704929831134117,2020-06-09 20:00:00+00:00
8078,0.05704419765813159,2020-06-10 20:00:00+00:00
8079,0.05703937710244829,2020-06-11 20:00:00+00:00
8080,0.05700188037059809,2020-06-12 20:00:00+00:00
8081,0.05715376080056588,2020-06-15 20:00:00+00:00
8082,0.0572154413576434,2020-06-16 20:00:00+00:00
8083,0.05720296388082063,2020-06-17 20:00:00+00:00
8084,0.05710301901008299,2020-06-18 20:00:00+00:00
8085,0.05707622313703129,2020-06-19 20:00:00+00:00
8086,0.057012721006036146,2020-06-22 20:00:00+00:00
8087,0.05702282914386661,2020-06-23 20:00:00+00:00
8088,0.057002675351159396,2020-06-24 20:00:00+00:00
8089,0.05709511957798555,2020-06-25 20:00:00+00:00
8090,0.05708721007110875,2020-06-26 20:00:00+00:00
8091,0.057088253233102126,2020-06-29 20:00:00+00:00
8092,0.05709891191479513,2020-06-30 20:00:00+00:00
8093,0.057175805033945794,2020-07-01 20:00:00+00:00
8094,0.05728911552609058,2020-07-02 20:00:00+00:00
8095,0.057277603347319836,2020-07-06 20:00:00+00:00
8096,0.05729552956268683,2020-07-07 20:00:00+00:00
8097,0.057238200455318355,2020-07-08 20:00:00+00:00
8098,0.05720420673600633,2020-07-09 20:00:00+00:00
8099,0.05707468921342291,2020-07-10 20:00:00+00:00
8100,0.05771683803526131,2020-07-13 20:00:00+00:00
8101,0.057711296653899354,2020-07-14 20:00:00+00:00
8102,0.057809042836120476,2020-07-15 20:00:00+00:00
8103,0.05777753217390033,2020-07-16 20:00:00+00:00
8104,0.058568745095037185,2020-07-17 20:00:00+00:00
8105,0.05920518832270892,2020-07-20 20:00:00+00:00
8106,0.0591644839737621,2020-07-21 20:00:00+00:00
8107,0.05917629305186692,2020-07-22 20:00:00+00:00
8108,0.05950992779137459,2020-07-23 20:00:00+00:00
8109,0.059547106176895855,2020-07-24 20:00:00+00:00
8110,0.05978389123812839,2020-07-27 20:00:00+00:00
8111,0.05975109526776083,2020-07-28 20:00:00+00:00
8112,0.05978488817587497,2020-07-29 20:00:00+00:00
8113,0.059730987713822445,2020-07-30 20:00:00+00:00
8114,0.05982703763632082,2020-07-31 20:00:00+00:00
8115,0.059861623042670224,2020-08-03 20:00:00+00:00
8116,0.05985901265445268,2020-08-04 20:00:00+00:00
8117,0.05984552217874289,2020-08-05 20:00:00+00:00
8118,0.059889187150066386,2020-08-06 20:00:00+00:00
8119,0.05987892703445463,2020-08-07 20:00:00+00:00
8120,0.0598979466681849,2020-08-10 20:00:00+00:00
8121,0.05981546648530964,2020-08-11 20:00:00+00:00
8122,0.059763062164658834,2020-08-12 20:00:00+00:00
8123,0.059793471284802564,2020-08-13 20:00:00+00:00
8124,0.05978882407150142,2020-08-14 20:00:00+00:00
8125,0.059761085228255253,2020-08-17 20:00:00+00:00
8126,0.05970465759259329,2020-08-18 20:00:00+00:00
8127,0.05967815628851094,2020-08-19 20:00:00+00:00
8128,0.05968207192139692,2020-08-20 20:00:00+00:00
8129,0.059701297883245755,2020-08-21 20:00:00+00:00
8130,0.05973500491926251,2020-08-24 20:00:00+00:00
8131,0.05962170246875422,2020-08-25 20:00:00+00:00
8132,0.05953162789954275,2020-08-26 20:00:00+00:00
8133,0.059577858426792626,2020-08-27 20:00:00+00:00
8134,0.05958171686527773,2020-08-28 20:00:00+00:00
8135,0.05964915482903212,2020-08-31 20:00:00+00:00
8136,0.059654714363060427,2020-09-01 20:00:00+00:00
8137,0.05966261893858603,2020-09-02 20:00:00+00:00
8138,0.05966355566519212,2020-09-03 20:00:00+00:00
8139,0.059723184543049354,2020-09-04 20:00:00+00:00
8140,0.06037288117950239,2020-09-08 20:00:00+00:00
8141,0.0604279191953677,2020-09-09 20:00:00+00:00
8142,0.060366473942787956,2020-09-10 20:00:00+00:00
8143,0.06027910059349718,2020-09-11 20:00:00+00:00
8144,0.0603871063257245,2020-09-14 20:00:00+00:00
8145,0.060448648604301075,2020-09-15 20:00:00+00:00
8146,0.060257173062592394,2020-09-16 20:00:00+00:00
8147,0.06027289649487765,2020-09-17 20:00:00+00:00
8148,0.060286937994911326,2020-09-18 20:00:00+00:00
8149,0.06028119069736319,2020-09-21 20:00:00+00:00
8150,0.060285906405247405,2020-09-22 20:00:00+00:00
8151,0.0603066811107705,2020-09-23 20:00:00+00:00
8152,0.060132290953619404,2020-09-24 20:00:00+00:00
8153,0.06024319223970955,2020-09-25 20:00:00+00:00
8154,0.06023635316765583,2020-09-28 20:00:00+00:00
8155,0.060228702734431615,2020-09-29 20:00:00+00:00
8156,0.06021542883695165,2020-09-30 20:00:00+00:00
8157,0.060212185242606485,2020-10-01 20:00:00+00:00
8158,0.06022214577223163,2020-10-02 20:00:00+00:00
8159,0.060266610667482866,2020-10-05 20:00:00+00:00
8160,0.06023074585629848,2020-10-06 20:00:00+00:00
8161,0.06022216661912415,2020-10-07 20:00:00+00:00
8162,0.06012294215690426,2020-10-08 20:00:00+00:00
8163,0.06010091366650885,2020-10-09 20:00:00+00:00
8164,0.060109905959788906,2020-10-12 20:00:00+00:00
8165,0.06014272575837352,2020-10-13 20:00:00+00:00
8166,0.060170306928000586,2020-10-14 20:00:00+00:00
8167,0.06018510880051064,2020-10-15 20:00:00+00:00
8168,0.06018291794953611,2020-10-16 20:00:00+00:00
8169,0.060079263074205094,2020-10-19 20:00:00+00:00
8170,0.05993377085472018,2020-10-20 20:00:00+00:00
8171,0.060016151913121915,2020-10-21 20:00:00+00:00
8172,0.05994807391613104,2020-10-22 20:00:00+00:00
8173,0.05974620548331379,2020-10-23 20:00:00+00:00
8174,0.05974862206396021,2020-10-26 20:00:00+00:00
8175,0.05974313244577719,2020-10-27 20:00:00+00:00
8176,0.059924579506249735,2020-10-28 20:00:00+00:00
8177,0.0601278619957793,2020-10-29 20:00:00+00:00
8178,0.06025474338834526,2020-10-30 20:00:00+00:00
8179,0.06017679282065314,2020-11-02 21:00:00+00:00
8180,0.060193834357278715,2020-11-03 21:00:00+00:00
8181,0.06018958512424189,2020-11-04 21:00:00+00:00
8182,0.06015638550070007,2020-11-05 21:00:00+00:00
8183,0.06015662205212174,2020-11-06 21:00:00+00:00
8184,0.06029603881300893,2020-11-09 21:00:00+00:00
